"HH_ID","Total_Hours","Num_Persons","Midpoint_Income","Average_Hourly_Wage"
387962,75,2,62499.5,17.3609722222222
388032,1049,2,124999.5,2.48251310772164
388103,55,1,124999.5,47.3482954545455
388108,88,2,62499.5,14.7962831439394
388110,60,1,29999.5,10.4164930555556
388124,40,1,124999.5,65.10390625
388271,35,1,29999.5,17.8568452380952
388292,105,2,124999.5,24.8014880952381
388428,77,2,174999.5,47.3483495670996
388502,70,3,29999.5,8.92842261904762
388533,40,1,87499.5,45.57265625
388636,80,2,87499.5,22.786328125
388670,64,2,174999.5,56.9659830729167
388737,25,1,124999.5,104.16625
388738,50,1,NA,NA
388755,40,1,87499.5,45.57265625
388787,50,1,62499.5,26.0414583333333
388901,95,2,124999.5,27.4121710526316
388913,45,1,174999.5,81.018287037037
388938,105,2,224999.5,44.6427579365079
388976,95,2,174999.5,38.3770833333333
388984,35,1,87499.5,52.0830357142857
389010,46,1,29999.5,13.5867300724638
389016,80,2,87499.5,22.786328125
389045,42,1,62499.5,31.0017361111111
389067,80,2,62499.5,16.2759114583333
389071,10,1,62499.5,130.207291666667
389119,40,1,62499.5,32.5518229166667
389212,80,2,174999.5,45.5727864583333
389224,60,1,124999.5,43.4026041666667
389270,80,2,174999.5,45.5727864583333
389295,85,2,250000,61.2745098039216
389305,8,1,62499.5,162.759114583333
389399,40,1,62499.5,32.5518229166667
389413,45,1,62499.5,28.9349537037037
389509,100,2,174999.5,36.4582291666667
389582,64,2,124999.5,40.68994140625
389653,40,1,250000,130.208333333333
389736,52,1,17499.5,7.01101762820513
389748,77,2,62499.5,16.9100378787879
389798,16,1,87499.5,113.931640625
389825,80,2,124999.5,32.551953125
390076,80,2,124999.5,32.551953125
390138,90,2,NA,NA
390172,82,2,250000,63.5162601626016
390244,95,2,224999.5,49.3419956140351
390362,55,2,250000,94.6969696969697
390539,37,1,62499.5,35.1911599099099
390551,160,3,174999.5,22.7863932291667
390595,40,1,124999.5,65.10390625
390603,87,2,62499.5,14.9663553639847
390650,998,1,124999.5,2.609375
390850,40,1,124999.5,65.10390625
390911,70,2,62499.5,18.6010416666667
391044,110,2,124999.5,23.6741477272727
391101,40,1,NA,NA
391127,35,1,87499.5,52.0830357142857
391130,75,2,124999.5,34.7220833333333
391161,20,1,124999.5,130.2078125
391194,40,1,87499.5,45.57265625
391203,50,1,62499.5,26.0414583333333
391222,99,2,124999.5,26.3046085858586
391227,50,2,62499.5,26.0414583333333
391257,50,1,62499.5,26.0414583333333
391285,80,2,62499.5,16.2759114583333
391630,80,2,87499.5,22.786328125
391676,80,2,174999.5,45.5727864583333
391729,66,3,62499.5,19.7283775252525
391770,80,2,224999.5,58.5936197916667
391815,40,1,62499.5,32.5518229166667
391874,55,2,124999.5,47.3482954545455
391877,80,2,87499.5,22.786328125
392012,90,2,42499.5,9.83784722222222
392107,8,1,62499.5,162.759114583333
392222,85,2,124999.5,30.6371323529412
392234,10,1,42499.5,88.540625
392315,96,2,87499.5,18.9886067708333
392321,35,1,62499.5,37.2020833333333
392341,32,1,17499.5,11.3929036458333
392352,80,2,62499.5,16.2759114583333
392507,45,1,250000,115.740740740741
392625,110,2,174999.5,33.1438446969697
392651,50,1,NA,NA
392838,115,2,124999.5,22.6448369565217
392845,80,2,124999.5,32.551953125
392916,60,1,250000,86.8055555555556
392940,45,1,62499.5,28.9349537037037
392986,102,3,124999.5,25.530943627451
392995,40,1,124999.5,65.10390625
393101,40,1,250000,130.208333333333
393152,6,1,87499.5,303.817708333333
393162,110,3,124999.5,23.6741477272727
393291,40,1,62499.5,32.5518229166667
393382,80,2,62499.5,16.2759114583333
393396,55,1,62499.5,23.674053030303
393510,82,2,42499.5,10.797637195122
393542,35,1,29999.5,17.8568452380952
393576,80,2,62499.5,16.2759114583333
393650,105,2,174999.5,34.722123015873
393681,75,2,87499.5,24.3054166666667
393711,100,2,250000,52.0833333333333
393907,25,1,62499.5,52.0829166666667
393954,45,1,174999.5,81.018287037037
394004,90,2,124999.5,28.9350694444444
394027,40,1,124999.5,65.10390625
394142,60,1,124999.5,43.4026041666667
394200,16,1,42499.5,55.337890625
394230,73,2,87499.5,24.9713184931507
394236,30,1,62499.5,43.4024305555556
394254,140,2,124999.5,18.6011160714286
394369,58,2,42499.5,15.265625
394378,45,1,250000,115.740740740741
394396,70,2,62499.5,18.6010416666667
394423,40,1,62499.5,32.5518229166667
394471,90,3,87499.5,20.2545138888889
394610,40,1,17499.5,9.11432291666667
394611,35,1,87499.5,52.0830357142857
394626,40,1,NA,NA
394674,41,2,62499.5,31.7578760162602
394773,98,2,174999.5,37.2022746598639
394858,115,2,224999.5,40.7607789855072
394883,998,1,250000,5.2187708750835
394930,40,1,87499.5,45.57265625
394972,30,1,NA,NA
395010,36,1,62499.5,36.1686921296296
395094,80,2,87499.5,22.786328125
395289,54,2,224999.5,86.805362654321
395297,80,1,NA,NA
395364,24,1,42499.5,36.8919270833333
395416,40,1,62499.5,32.5518229166667
395474,40,1,62499.5,32.5518229166667
395502,50,1,87499.5,36.458125
395585,77,2,250000,67.6406926406926
395607,121,3,124999.5,21.5219524793388
395839,40,1,174999.5,91.1455729166667
396065,110,3,87499.5,16.571875
396228,86,2,250000,60.562015503876
396347,37,1,62499.5,35.1911599099099
396418,5,1,NA,NA
396432,40,1,42499.5,22.13515625
396537,95,2,124999.5,27.4121710526316
396641,60,1,42499.5,14.7567708333333
396657,48,2,87499.5,37.9772135416667
396669,28,1,4999.5,3.71986607142857
396674,100,3,42499.5,8.8540625
396689,20,1,4999.5,5.2078125
396730,80,2,NA,NA
396743,110,1,224999.5,42.6135416666667
396874,40,1,250000,130.208333333333
396917,90,2,124999.5,28.9350694444444
396952,20,1,NA,NA
397069,80,2,NA,NA
397185,50,1,87499.5,36.458125
397198,110,2,124999.5,23.6741477272727
397235,100,2,174999.5,36.4582291666667
397314,48,2,87499.5,37.9772135416667
397380,80,2,174999.5,45.5727864583333
397390,4,1,42499.5,221.3515625
397564,90,2,124999.5,28.9350694444444
397570,100,2,174999.5,36.4582291666667
397578,50,1,87499.5,36.458125
397743,80,2,124999.5,32.551953125
397771,78,2,124999.5,33.3866185897436
397852,120,2,42499.5,7.37838541666667
398054,120,3,124999.5,21.7013020833333
398146,12,1,NA,NA
398418,78,3,87499.5,23.3705929487179
398432,98,3,124999.5,26.5730229591837
398442,90,2,174999.5,40.5091435185185
398455,55,1,87499.5,33.14375
398459,48,2,124999.5,54.2532552083333
398500,65,1,NA,NA
398655,38,1,42499.5,23.3001644736842
398680,65,2,29999.5,9.61522435897436
399038,85,2,250000,61.2745098039216
399130,40,1,87499.5,45.57265625
399143,60,2,174999.5,60.7637152777778
399147,50,2,124999.5,52.083125
399471,120,3,174999.5,30.3818576388889
399573,80,2,124999.5,32.551953125
399619,75,2,62499.5,17.3609722222222
399669,40,1,17499.5,9.11432291666667
399830,12,1,29999.5,52.0824652777778
399856,998,1,29999.5,0.62624206746827
399859,80,2,NA,NA
399908,76,2,29999.5,8.22354714912281
400032,85,2,250000,61.2745098039216
400107,123,4,NA,NA
400160,30,1,17499.5,12.1524305555556
400222,1048,2,250000,4.96978371501272
400258,40,1,62499.5,32.5518229166667
400390,40,1,62499.5,32.5518229166667
400482,80,2,124999.5,32.551953125
400489,80,3,87499.5,22.786328125
400514,88,2,174999.5,41.4298058712121
400540,40,1,62499.5,32.5518229166667
400616,100,2,224999.5,46.8748958333333
400796,50,1,87499.5,36.458125
400877,25,1,17499.5,14.5829166666667
400932,80,2,174999.5,45.5727864583333
401031,75,2,174999.5,48.6109722222222
401087,40,1,124999.5,65.10390625
401114,113,3,62499.5,11.5227691740413
401134,35,1,42499.5,25.2973214285714
401276,80,2,124999.5,32.551953125
401304,56,2,124999.5,46.5027901785714
401327,130,3,224999.5,36.0576121794872
401365,90,2,250000,57.8703703703704
401369,43,2,174999.5,84.7865794573643
401407,60,1,224999.5,78.1248263888889
401459,50,1,87499.5,36.458125
401533,100,2,124999.5,26.0415625
401602,24,1,87499.5,75.9544270833333
401721,80,2,NA,NA
401732,115,3,124999.5,22.6448369565217
401787,65,2,250000,80.1282051282051
401823,30,1,29999.5,20.8329861111111
401840,60,2,87499.5,30.3817708333333
401900,70,2,124999.5,37.2022321428571
402045,55,2,62499.5,23.674053030303
402064,50,1,124999.5,52.083125
402081,45,1,29999.5,13.8886574074074
402131,55,1,62499.5,23.674053030303
402159,9,1,124999.5,289.350694444444
402244,6,1,42499.5,147.567708333333
402370,70,2,17499.5,5.20818452380952
402446,40,1,17499.5,9.11432291666667
402460,40,1,62499.5,32.5518229166667
402618,10,1,4999.5,10.415625
402621,60,1,87499.5,30.3817708333333
402700,40,1,174999.5,91.1455729166667
402813,80,2,124999.5,32.551953125
402886,55,2,62499.5,23.674053030303
402932,53,1,62499.5,24.5674135220126
402975,80,2,224999.5,58.5936197916667
403056,37,1,62499.5,35.1911599099099
403064,80,2,174999.5,45.5727864583333
403094,30,1,29999.5,20.8329861111111
403123,30,1,124999.5,86.8052083333333
403163,35,1,29999.5,17.8568452380952
403262,100,2,62499.5,13.0207291666667
403483,80,2,174999.5,45.5727864583333
403817,20,1,29999.5,31.2494791666667
403872,65,2,250000,80.1282051282051
403905,40,1,174999.5,91.1455729166667
404025,50,1,62499.5,26.0414583333333
404066,65,2,42499.5,13.6216346153846
404074,15,1,42499.5,59.0270833333333
404161,75,2,124999.5,34.7220833333333
404194,83,2,174999.5,43.9255773092369
404247,60,1,174999.5,60.7637152777778
404263,998,1,17499.5,0.365303523714095
404272,50,1,124999.5,52.083125
404365,58,2,42499.5,15.265625
404429,37,1,42499.5,23.9298986486486
404485,40,1,62499.5,32.5518229166667
404555,30,2,250000,173.611111111111
404587,85,2,124999.5,30.6371323529412
404621,60,2,17499.5,6.07621527777778
404651,82,2,87499.5,22.2305640243902
404834,80,2,124999.5,32.551953125
404874,40,1,42499.5,22.13515625
404986,75,2,62499.5,17.3609722222222
405042,80,2,174999.5,45.5727864583333
405068,30,1,17499.5,12.1524305555556
405080,74,2,87499.5,24.6338682432432
405259,80,2,NA,NA
405304,8,1,29999.5,78.1236979166667
405361,44,1,62499.5,29.5925662878788
405471,998,1,124999.5,2.609375
405529,84,2,87499.5,21.7012648809524
405558,40,1,124999.5,65.10390625
405578,105,2,124999.5,24.8014880952381
405647,38,1,87499.5,47.9712171052632
405648,45,1,62499.5,28.9349537037037
405803,60,2,87499.5,30.3817708333333
406061,30,1,29999.5,20.8329861111111
406105,100,2,250000,52.0833333333333
406108,45,1,124999.5,57.8701388888889
406187,72,2,62499.5,18.0843460648148
406289,62,2,124999.5,42.0025201612903
406347,65,1,174999.5,56.0895833333333
406413,80,2,87499.5,22.786328125
406554,65,1,NA,NA
406594,40,1,62499.5,32.5518229166667
406653,55,3,224999.5,85.2270833333333
406762,80,2,87499.5,22.786328125
406789,35,1,124999.5,74.4044642857143
406915,14,1,62499.5,93.0052083333333
406920,20,1,224999.5,234.374479166667
406971,40,1,42499.5,22.13515625
407157,35,2,42499.5,25.2973214285714
407163,30,1,17499.5,12.1524305555556
407186,40,1,62499.5,32.5518229166667
407206,5,1,17499.5,72.9145833333333
407268,78,2,62499.5,16.6932425213675
407290,5,1,42499.5,177.08125
407303,80,2,174999.5,45.5727864583333
407368,52,2,62499.5,25.0398637820513
407412,62,2,174999.5,58.8035954301075
407452,40,1,42499.5,22.13515625
407679,49,2,42499.5,18.0695153061224
407726,50,1,87499.5,36.458125
407765,55,2,87499.5,33.14375
408090,90,2,224999.5,52.0832175925926
408118,78,2,250000,66.7735042735043
408206,75,2,62499.5,17.3609722222222
408215,40,1,42499.5,22.13515625
408246,110,3,124999.5,23.6741477272727
408322,68,2,174999.5,53.6150428921569
408338,3,1,17499.5,121.524305555556
408477,80,2,124999.5,32.551953125
408499,1048,2,124999.5,2.48488191793893
408582,999,1,42499.5,0.886292542542543
408679,77,2,124999.5,33.820211038961
408681,50,2,62499.5,26.0414583333333
408779,50,1,87499.5,36.458125
408781,40,1,62499.5,32.5518229166667
408955,95,2,124999.5,27.4121710526316
409016,60,1,29999.5,10.4164930555556
409101,65,2,124999.5,40.0639423076923
409161,80,2,87499.5,22.786328125
409186,40,1,124999.5,65.10390625
409197,75,2,124999.5,34.7220833333333
409222,65,2,124999.5,40.0639423076923
409290,40,1,42499.5,22.13515625
409325,85,2,124999.5,30.6371323529412
409339,65,1,NA,NA
409447,9,1,87499.5,202.545138888889
409484,35,1,62499.5,37.2020833333333
409544,80,2,NA,NA
409773,45,1,87499.5,40.5090277777778
409890,37,1,62499.5,35.1911599099099
409903,16,1,29999.5,39.0618489583333
410084,90,2,124999.5,28.9350694444444
410090,999,1,NA,NA
410103,80,1,62499.5,16.2759114583333
410138,50,1,124999.5,52.083125
410168,105,3,NA,NA
410273,70,1,17499.5,5.20818452380952
410296,25,1,17499.5,14.5829166666667
410317,40,1,124999.5,65.10390625
410327,85,2,NA,NA
410462,158,5,87499.5,11.5373813291139
410570,40,1,62499.5,32.5518229166667
410759,35,1,17499.5,10.416369047619
410800,30,1,124999.5,86.8052083333333
410892,50,1,NA,NA
410928,998,1,NA,NA
410981,80,2,124999.5,32.551953125
411025,13,1,4999.5,8.01201923076923
411057,75,2,124999.5,34.7220833333333
411621,40,1,42499.5,22.13515625
411751,80,2,174999.5,45.5727864583333
411752,78,2,224999.5,60.0960202991453
411777,88,3,224999.5,53.2669270833333
411850,78,2,62499.5,16.6932425213675
411880,64,2,250000,81.3802083333333
411959,40,1,NA,NA
412058,95,2,174999.5,38.3770833333333
412201,81,2,NA,NA
412215,40,1,NA,NA
412344,70,1,250000,74.4047619047619
412347,10,1,174999.5,364.582291666667
412356,80,2,124999.5,32.551953125
412845,7,1,42499.5,126.486607142857
412860,67,2,87499.5,27.2075559701493
412946,50,1,224999.5,93.7497916666667
413110,40,1,62499.5,32.5518229166667
413130,80,2,NA,NA
413194,75,2,87499.5,24.3054166666667
413201,85,2,87499.5,21.4459558823529
413424,40,1,62499.5,32.5518229166667
413466,113,3,124999.5,23.0456305309735
413526,72,2,174999.5,50.6364293981481
413598,75,2,124999.5,34.7220833333333
413717,100,2,124999.5,26.0415625
413796,53,2,87499.5,34.3944575471698
413847,90,2,124999.5,28.9350694444444
413870,80,2,NA,NA
413982,60,1,250000,86.8055555555556
414115,80,2,87499.5,22.786328125
414297,25,1,42499.5,35.41625
414317,45,1,87499.5,40.5090277777778
414371,140,2,42499.5,6.32433035714286
414424,45,1,42499.5,19.6756944444444
414571,17,2,174999.5,214.460171568627
414752,80,2,174999.5,45.5727864583333
414879,1023,2,42499.5,0.865499755620723
414944,40,1,224999.5,117.187239583333
415115,70,2,87499.5,26.0415178571429
415142,130,4,62499.5,10.0159455128205
415212,48,2,62499.5,27.1265190972222
415229,40,1,124999.5,65.10390625
415231,12,1,62499.5,108.506076388889
415295,24,1,124999.5,108.506510416667
415611,80,2,62499.5,16.2759114583333
415690,40,1,42499.5,22.13515625
415702,85,2,124999.5,30.6371323529412
415812,60,2,NA,NA
415913,60,1,87499.5,30.3817708333333
415920,40,1,124999.5,65.10390625
415931,47,2,124999.5,55.407579787234
416011,40,1,62499.5,32.5518229166667
416038,40,1,62499.5,32.5518229166667
416125,87,2,224999.5,53.8791906130268
416397,85,2,224999.5,55.1469362745098
416435,44,2,62499.5,29.5925662878788
416518,62,2,124999.5,42.0025201612903
416529,50,1,NA,NA
416581,25,1,17499.5,14.5829166666667
416693,42,1,124999.5,62.0037202380952
416704,15,1,42499.5,59.0270833333333
416929,50,1,250000,104.166666666667
416945,72,2,42499.5,12.2973090277778
416953,160,4,87499.5,11.3931640625
416972,32,1,87499.5,56.9658203125
416983,40,1,124999.5,65.10390625
417015,80,2,174999.5,45.5727864583333
417110,15,1,42499.5,59.0270833333333
417146,90,2,124999.5,28.9350694444444
417211,50,2,87499.5,36.458125
417245,40,1,62499.5,32.5518229166667
417266,56,2,124999.5,46.5027901785714
417455,75,2,174999.5,48.6109722222222
417573,40,1,174999.5,91.1455729166667
417657,80,2,124999.5,32.551953125
417803,90,3,NA,NA
417847,60,2,62499.5,21.7012152777778
417900,105,3,62499.5,12.4006944444444
417996,40,1,42499.5,22.13515625
418003,100,2,174999.5,36.4582291666667
418035,40,1,42499.5,22.13515625
418111,45,2,124999.5,57.8701388888889
418128,40,1,29999.5,15.6247395833333
418309,55,1,62499.5,23.674053030303
418431,95,2,62499.5,13.7060307017544
418497,72,2,62499.5,18.0843460648148
418501,40,1,42499.5,22.13515625
418589,50,1,62499.5,26.0414583333333
418707,40,1,42499.5,22.13515625
418771,80,2,87499.5,22.786328125
418827,40,1,42499.5,22.13515625
418930,40,1,124999.5,65.10390625
418974,40,1,87499.5,45.57265625
419037,75,2,174999.5,48.6109722222222
419049,40,1,87499.5,45.57265625
419159,80,2,62499.5,16.2759114583333
419253,1038,2,87499.5,1.75617172447013
419411,15,1,29999.5,41.6659722222222
419515,80,2,124999.5,32.551953125
419541,89,4,62499.5,14.6300327715356
419551,40,1,124999.5,65.10390625
419569,60,2,174999.5,60.7637152777778
419577,105,3,87499.5,17.3610119047619
419659,30,1,62499.5,43.4024305555556
419771,45,1,NA,NA
419844,80,2,124999.5,32.551953125
419874,55,1,250000,94.6969696969697
419879,10,1,62499.5,130.207291666667
419920,1078,3,250000,4.83147804576376
420092,40,1,62499.5,32.5518229166667
420389,998,1,124999.5,2.609375
420399,57,2,124999.5,45.686951754386
420451,100,2,124999.5,26.0415625
420554,72,2,NA,NA
420683,40,1,42499.5,22.13515625
420821,998,1,62499.5,1.30468228122912
420825,80,2,174999.5,45.5727864583333
420877,40,1,87499.5,45.57265625
420945,37,1,62499.5,35.1911599099099
421039,50,1,124999.5,52.083125
421055,25,1,NA,NA
421078,80,2,250000,65.1041666666667
421088,40,1,124999.5,65.10390625
421189,24,2,42499.5,36.8919270833333
421294,44,1,124999.5,59.1853693181818
421554,61,2,87499.5,29.8837090163934
421828,95,2,87499.5,19.1884868421053
421889,98,3,87499.5,18.6010841836735
421945,75,2,87499.5,24.3054166666667
421976,35,1,87499.5,52.0830357142857
422078,47,2,NA,NA
422085,60,1,87499.5,30.3817708333333
422121,140,1,42499.5,6.32433035714286
422130,80,2,174999.5,45.5727864583333
422248,135,4,124999.5,19.2900462962963
422285,120,4,124999.5,21.7013020833333
422304,40,1,62499.5,32.5518229166667
422388,80,2,174999.5,45.5727864583333
422432,80,2,87499.5,22.786328125
422453,94,3,42499.5,9.41921542553191
422493,38,1,62499.5,34.265076754386
422523,86,2,42499.5,10.2954215116279
422640,90,2,174999.5,40.5091435185185
422663,40,1,42499.5,22.13515625
422677,86,3,124999.5,30.280886627907
422719,50,1,NA,NA
423111,40,1,124999.5,65.10390625
423140,75,2,224999.5,62.4998611111111
423233,37,1,62499.5,35.1911599099099
423381,90,2,124999.5,28.9350694444444
423536,80,2,87499.5,22.786328125
423549,155,3,250000,33.6021505376344
423599,70,2,87499.5,26.0415178571429
423637,40,1,NA,NA
423720,50,1,124999.5,52.083125
423742,40,1,124999.5,65.10390625
423858,49,2,NA,NA
423929,40,1,62499.5,32.5518229166667
423936,45,1,87499.5,40.5090277777778
424023,60,2,62499.5,21.7012152777778
424046,40,1,17499.5,9.11432291666667
424163,95,2,87499.5,19.1884868421053
424220,40,1,224999.5,117.187239583333
424366,20,1,62499.5,65.1036458333333
424649,60,2,62499.5,21.7012152777778
424669,80,2,174999.5,45.5727864583333
424677,35,1,124999.5,74.4044642857143
424681,13,2,42499.5,68.1081730769231
424692,20,1,62499.5,65.1036458333333
424709,40,1,62499.5,32.5518229166667
424710,40,1,124999.5,65.10390625
424758,95,3,62499.5,13.7060307017544
424889,72,2,62499.5,18.0843460648148
424900,40,1,124999.5,65.10390625
424949,110,2,224999.5,42.6135416666667
424957,170,4,174999.5,21.4460171568627
425039,40,1,17499.5,9.11432291666667
425174,998,1,NA,NA
425180,75,2,87499.5,24.3054166666667
425181,37,1,124999.5,70.3826013513514
425420,100,3,62499.5,13.0207291666667
425526,78,3,124999.5,33.3866185897436
425548,63,2,87499.5,28.9350198412698
425575,45,1,87499.5,40.5090277777778
425711,40,1,42499.5,22.13515625
425716,91,3,62499.5,14.3084935897436
425737,80,2,87499.5,22.786328125
425764,37,1,NA,NA
425799,80,2,87499.5,22.786328125
425881,80,2,87499.5,22.786328125
425890,130,3,87499.5,14.0223557692308
425958,90,2,224999.5,52.0832175925926
426015,80,2,174999.5,45.5727864583333
426053,80,2,87499.5,22.786328125
426077,52,1,87499.5,35.0558894230769
426556,95,2,174999.5,38.3770833333333
426593,70,2,224999.5,66.9641369047619
426646,80,2,87499.5,22.786328125
426742,40,1,NA,NA
426747,60,1,29999.5,10.4164930555556
426966,80,2,124999.5,32.551953125
426992,35,1,87499.5,52.0830357142857
426998,25,1,17499.5,14.5829166666667
427020,48,1,62499.5,27.1265190972222
427068,40,1,174999.5,91.1455729166667
427073,192,5,29999.5,3.25515407986111
427117,40,1,87499.5,45.57265625
427136,40,1,29999.5,15.6247395833333
427430,135,3,NA,NA
427510,10,1,29999.5,62.4989583333333
427531,85,2,124999.5,30.6371323529412
427532,46,2,62499.5,28.3059329710145
427615,75,2,124999.5,34.7220833333333
427639,105,2,174999.5,34.722123015873
427642,999,1,NA,NA
427651,40,1,124999.5,65.10390625
427950,76,2,174999.5,47.9713541666667
427974,50,1,124999.5,52.083125
427993,73,2,87499.5,24.9713184931507
428216,100,2,250000,52.0833333333333
428308,90,2,NA,NA
428469,40,1,87499.5,45.57265625
428474,50,1,124999.5,52.083125
428530,90,2,124999.5,28.9350694444444
428611,10,1,87499.5,182.290625
428666,60,1,124999.5,43.4026041666667
428683,85,2,124999.5,30.6371323529412
428734,125,2,124999.5,20.83325
428772,60,1,NA,NA
428881,998,1,87499.5,1.82655936873748
429059,60,2,87499.5,30.3817708333333
429060,12,1,17499.5,30.3810763888889
429295,40,1,42499.5,22.13515625
429439,114,3,62499.5,11.421692251462
429440,85,2,87499.5,21.4459558823529
429481,45,1,124999.5,57.8701388888889
429680,4,1,62499.5,325.518229166667
429840,50,1,250000,104.166666666667
429903,85,2,124999.5,30.6371323529412
429922,18,1,62499.5,72.3373842592593
429953,45,1,87499.5,40.5090277777778
430053,45,1,62499.5,28.9349537037037
430068,64,2,124999.5,40.68994140625
430249,72,2,124999.5,36.1688368055556
430329,60,1,174999.5,60.7637152777778
430404,77,2,87499.5,23.6741071428571
430419,80,2,124999.5,32.551953125
430442,1028,2,17499.5,0.354642915045396
430446,40,1,87499.5,45.57265625
430447,40,1,42499.5,22.13515625
430515,80,2,62499.5,16.2759114583333
430546,77,2,NA,NA
430561,40,1,62499.5,32.5518229166667
430566,64,2,124999.5,40.68994140625
430588,40,1,124999.5,65.10390625
430605,999,1,4999.5,0.104260510510511
430716,998,1,124999.5,2.609375
430737,1,1,42499.5,885.40625
430778,20,1,124999.5,130.2078125
430864,10,1,17499.5,36.4572916666667
430900,105,2,250000,49.6031746031746
431031,15,1,62499.5,86.8048611111111
431162,80,2,224999.5,58.5936197916667
431221,90,2,124999.5,28.9350694444444
431230,80,2,124999.5,32.551953125
431341,80,2,124999.5,32.551953125
431401,42,1,62499.5,31.0017361111111
431433,50,1,124999.5,52.083125
431486,80,2,224999.5,58.5936197916667
431759,96,2,124999.5,27.1266276041667
431802,150,3,124999.5,17.3610416666667
431825,35,1,42499.5,25.2973214285714
431830,62,2,224999.5,75.6046706989247
431945,60,1,224999.5,78.1248263888889
432002,40,1,62499.5,32.5518229166667
432026,20,1,42499.5,44.2703125
432044,16,1,29999.5,39.0618489583333
432048,133,3,124999.5,19.5801221804511
432063,40,1,124999.5,65.10390625
432083,90,2,124999.5,28.9350694444444
432089,90,2,17499.5,4.05081018518518
432208,35,1,42499.5,25.2973214285714
432234,998,1,62499.5,1.30468228122912
432343,95,3,174999.5,38.3770833333333
432350,73,2,124999.5,35.6733732876712
432362,30,1,17499.5,12.1524305555556
432399,998,1,62499.5,1.30468228122912
432438,140,4,174999.5,26.0415922619048
432465,37,1,42499.5,23.9298986486486
432532,40,1,62499.5,32.5518229166667
432555,50,1,174999.5,72.9164583333333
432594,114,3,124999.5,22.843475877193
432620,48,2,42499.5,18.4459635416667
432680,38,1,62499.5,34.265076754386
432779,53,3,62499.5,24.5674135220126
432919,70,2,87499.5,26.0415178571429
432929,40,1,62499.5,32.5518229166667
432937,80,2,124999.5,32.551953125
433026,154,3,124999.5,16.9101055194805
433038,80,2,250000,65.1041666666667
433158,85,2,224999.5,55.1469362745098
433302,87,2,174999.5,41.9060105363985
433343,61,2,87499.5,29.8837090163934
433373,20,1,17499.5,18.2286458333333
433459,100,2,87499.5,18.2290625
433499,40,1,62499.5,32.5518229166667
433519,40,1,42499.5,22.13515625
433545,60,3,NA,NA
433558,105,2,250000,49.6031746031746
433595,50,1,250000,104.166666666667
433785,55,2,124999.5,47.3482954545455
433789,40,1,42499.5,22.13515625
434014,80,2,NA,NA
434041,40,1,124999.5,65.10390625
434141,52,2,62499.5,25.0398637820513
434152,70,2,42499.5,12.6486607142857
434201,78,2,NA,NA
434235,85,2,124999.5,30.6371323529412
434390,16,2,62499.5,81.3795572916667
434569,70,2,124999.5,37.2022321428571
434901,99,3,87499.5,18.4131944444444
435023,60,2,62499.5,21.7012152777778
435244,40,1,42499.5,22.13515625
435293,75,2,87499.5,24.3054166666667
435295,40,1,62499.5,32.5518229166667
435428,100,2,224999.5,46.8748958333333
435488,20,1,62499.5,65.1036458333333
435553,40,1,NA,NA
435675,50,1,NA,NA
435743,35,1,87499.5,52.0830357142857
435794,40,1,87499.5,45.57265625
435937,37,1,87499.5,49.2677364864865
435985,40,1,250000,130.208333333333
436043,10,1,250000,520.833333333333
436187,65,2,42499.5,13.6216346153846
436197,61,2,62499.5,21.3454576502732
436211,140,3,124999.5,18.6011160714286
436226,40,1,124999.5,65.10390625
436304,999,1,42499.5,0.886292542542543
436313,95,2,124999.5,27.4121710526316
436462,998,1,4999.5,0.10436497995992
436532,40,1,250000,130.208333333333
436544,125,3,174999.5,29.1665833333333
436564,40,1,62499.5,32.5518229166667
436594,80,2,87499.5,22.786328125
436633,20,1,42499.5,44.2703125
436851,105,2,224999.5,44.6427579365079
436921,90,2,62499.5,14.4674768518519
436953,37,1,29999.5,16.8916103603604
437003,91,2,174999.5,40.0639880952381
437106,60,1,87499.5,30.3817708333333
437224,40,1,87499.5,45.57265625
437298,40,1,87499.5,45.57265625
437347,16,1,62499.5,81.3795572916667
437356,5,1,17499.5,72.9145833333333
437611,87,3,62499.5,14.9663553639847
437678,40,1,42499.5,22.13515625
437754,8,1,NA,NA
437787,80,2,124999.5,32.551953125
437988,40,1,62499.5,32.5518229166667
438035,45,1,62499.5,28.9349537037037
438154,76,2,87499.5,23.9856085526316
438484,85,2,224999.5,55.1469362745098
438533,25,1,42499.5,35.41625
438581,50,1,42499.5,17.708125
438626,155,3,124999.5,16.8010080645161
438901,56,2,62499.5,23.2513020833333
438948,75,2,87499.5,24.3054166666667
439026,40,1,29999.5,15.6247395833333
439051,20,1,87499.5,91.1453125
439245,76,2,224999.5,61.6774945175439
439277,50,2,174999.5,72.9164583333333
439288,80,2,NA,NA
439523,105,3,62499.5,12.4006944444444
439585,40,1,NA,NA
439676,40,1,62499.5,32.5518229166667
439725,70,2,62499.5,18.6010416666667
439808,60,2,42499.5,14.7567708333333
439829,55,2,124999.5,47.3482954545455
439843,998,1,224999.5,4.6968833500334
439885,70,2,NA,NA
440030,33,2,124999.5,78.9138257575758
440149,65,2,62499.5,20.031891025641
440292,66,2,124999.5,39.4569128787879
440529,85,2,174999.5,42.8920343137255
440548,100,2,250000,52.0833333333333
440619,45,1,124999.5,57.8701388888889
440623,101,2,124999.5,25.7837252475248
440831,80,2,124999.5,32.551953125
